repo	path	git_blob	bytes	extension	file_class	coverage_status	relevance	evidence_id
neo4j-browser-src	LICENSE	9cecc1d4669ee8af2ca727a5d8cde10cd8b2d7cc	35141		license_provenance	direct_read	92	A03-000016
neo4j-browser-src	LICENSES.txt	b066890b2d8b46311ee4177f818043c0909c3e67	550486	txt	license_provenance	noncode_classified	18	A03-000017
neo4j-browser-src	NOTICE.txt	c431648f579bd8174d7e0f556f06fcc360c79c33	96663	txt	license_provenance	direct_read	92	A03-000018
neo4j-browser-src	README.md	66855796e7d767f2bd9e6a25fd924131d7c8dadb	3904	md	documentation	direct_read	82	A03-000019
neo4j-browser-src	auth_server/keys/cert.csr	07107261c028030381bbc5e1b046aa390653471f	603	csr	certificate_fixture	noncode_classified	18	A03-000020
neo4j-browser-src	auth_server/keys/certificate.pem	e00c92d8650210b58b269528311b603e66a8e446	757	pem	certificate_fixture	noncode_classified	18	A03-000021
neo4j-browser-src	auth_server/keys/private.key	3a40f095b0338b7cc442bc02a2df6b25770058b0	887	key	certificate_fixture	noncode_classified	18	A03-000022
neo4j-browser-src	auth_server/public/getDelegationTokenNewBrowser.html	6199fc936c881d5e4a1d24bc6f957507c3489b38	2576	html	source	graph_indexed	69	A03-000023
neo4j-browser-src	auth_server/public/index.html	8e2923c48e282a3c30ca18c9bcd313b4c027d6f0	3537	html	source	graph_indexed	69	A03-000024
neo4j-browser-src	auth_server/public/indexNewBrowser.html	044b90a2b5ff7962421224feb9d0df289dc53103	3759	html	source	graph_indexed	69	A03-000025
neo4j-browser-src	auth_server/public/silentAuthNewBrowser.html	57b8b762f8d54d55d7ad1d6f7f0865ec6f0d03d8	1073	html	source	graph_indexed	69	A03-000026
neo4j-browser-src	auth_server/server.js	af7c1aa323b91d49463eea45b4f7bc1acf4c900b	588	js	source	graph_indexed	69	A03-000027
neo4j-browser-src	babel.config.js	72782df26e065bc689f7038c711e21ec0661f76c	532	js	source	graph_indexed	53	A03-000028
neo4j-browser-src	build_scripts/generate-manifest-helpers.js	5843fd443ff0b367ba9c7be6972404a6bfbf7935	1443	js	source	graph_indexed	53	A03-000029
neo4j-browser-src	build_scripts/wait-on-config.js	de06468d52ec29967ae496066444ae55970a2fb7	58	js	source	graph_indexed	53	A03-000030
neo4j-browser-src	build_scripts/webpack-helpers.js	313a04c68806b3501731a72beb65eb8c3337e2fc	1191	js	source	graph_indexed	53	A03-000031
neo4j-browser-src	build_scripts/webpack-plugins.js	4cbac977fce89db55e29b6d86696b3e74bed33af	5098	js	source	graph_indexed	53	A03-000032
neo4j-browser-src	build_scripts/webpack-rules.js	b59a5afa207824e7ecd65fa8334e6c3a4f90d60b	4059	js	source	graph_indexed	53	A03-000033
neo4j-browser-src	build_scripts/webpack.config.js	3a32f7bd0ab318ae08a0b98e548efdbafb52b716	3446	js	source	graph_indexed	53	A03-000034
neo4j-browser-src	cypress.json	ff4380cc153eecd73aa7e0ae14e00da3cd755033	960	json	configuration	noncode_classified	25	A03-000035
neo4j-browser-src	docker/sso-keycloak/.env	1be4b1de1ef0c83d50e1ebcab775d934b3253982	176		noncode_artifact	noncode_classified	18	A03-000036
neo4j-browser-src	docker/sso-keycloak/docker-compose.yml	a3a03bddef91f84cdff3675a8d59f9907cace80b	3119	yml	configuration	noncode_classified	25	A03-000037
neo4j-browser-src	docker/sso-keycloak/resources/keycloak-config/config.json	d9e65e54ac91b4ca756b4ff1985a5d7d8396966a	4134	json	configuration	noncode_classified	25	A03-000038
neo4j-browser-src	docker/sso-keycloak/resources/neo4j-config/admin-db.json	b6c77a8a1cc9ccae64a8d452859fd561dba628ba	269	json	configuration	noncode_classified	25	A03-000039
neo4j-browser-src	docker/sso-keycloak/resources/neo4j-config/admins.cypher	8a7b7e98e3a09e92f6e5abf0ada6650153318b0a	40	cypher	query_fixture	noncode_classified	70	A03-000040
neo4j-browser-src	docker/sso-keycloak/resources/neo4j-config/movies-db.json	c66279051d8a66cf0d90ff811d7b7e7d7aa8537f	385	json	configuration	noncode_classified	25	A03-000041
neo4j-browser-src	docker/sso-keycloak/resources/neo4j-config/movies.cypher	70239323cccf1c77d8ec4835de613ec6d7167d45	27521	cypher	query_fixture	noncode_classified	70	A03-000042
neo4j-browser-src	docker/sso-keycloak/resources/neo4j-config/role-analyst.json	345c9372f5ae5ac30f7a293ae3992055b591ebdd	849	json	configuration	noncode_classified	25	A03-000043
neo4j-browser-src	docs/.gitignore	90990d21cd44b2743412e388f8f39079a69e824a	183		noncode_artifact	noncode_classified	18	A03-000044
neo4j-browser-src	docs/README.adoc	984996814de8b7818a4b4f2d7f5ddc9e32fac3b4	758	adoc	documentation	noncode_classified	38	A03-000045
neo4j-browser-src	docs/antora.yml	1fa537990c3158642a4546651e234ece93ed6168	289	yml	configuration	noncode_classified	25	A03-000046
neo4j-browser-src	docs/modules/ROOT/content-nav.adoc	00729a021dbf63316dc0717d511abefef7d4979f	1097	adoc	documentation	noncode_classified	38	A03-000047
neo4j-browser-src	docs/modules/ROOT/images/README.md	000594b1b087a6e3125190153dc7e14c9f2f0ddd	3506	md	documentation	noncode_classified	38	A03-000048
neo4j-browser-src	docs/modules/ROOT/images/about.png	84f0cfd63f1554eef2cac9cb5806b77f8d5c5c88	194601	png	binary_asset	binary_classified	5	A03-000049
neo4j-browser-src	docs/modules/ROOT/images/adjust-settings.png	80eb19a0f4b7ade54b99a3c45afb5a1dcbf8569b	48222	png	binary_asset	binary_classified	5	A03-000050
neo4j-browser-src	docs/modules/ROOT/images/aura-query.png	4b440de6c8cc94f2a3f0a26b09388e7670325fbc	88079	png	binary_asset	binary_classified	5	A03-000051
neo4j-browser-src	docs/modules/ROOT/images/browser-style1.png	f3175bb72525b79239559126239c34736d253f24	80833	png	binary_asset	binary_classified	5	A03-000052
neo4j-browser-src	docs/modules/ROOT/images/browser-style2.png	af5ce0ac7fe126b60e216179407b6616046ae95e	105399	png	binary_asset	binary_classified	5	A03-000053
neo4j-browser-src	docs/modules/ROOT/images/browser-style3.png	33ed34f0dfe838edd74786758f23f226f0305171	105418	png	binary_asset	binary_classified	5	A03-000054
neo4j-browser-src	docs/modules/ROOT/images/browser-style4.png	9ec45e718a10ba4046e6a33767acf395b49d3dd4	96262	png	binary_asset	binary_classified	5	A03-000055
neo4j-browser-src	docs/modules/ROOT/images/browser-style5.png	966cabb83400e296fa09802339068f69528ef50e	88782	png	binary_asset	binary_classified	5	A03-000056
neo4j-browser-src	docs/modules/ROOT/images/browser-with-aura.png	36f15ceb06814e44df7d110e8cc78f77bd8cc83a	39415	png	binary_asset	binary_classified	5	A03-000057
neo4j-browser-src	docs/modules/ROOT/images/browser-with-desktop.png	9b263543ea78867d1bf576736cff7633865e4d94	120623	png	binary_asset	binary_classified	5	A03-000058
neo4j-browser-src	docs/modules/ROOT/images/browser-with-sandbox.png	284896464659f2e1b2870b667a757f5ce9803cd7	36519	png	binary_asset	binary_classified	5	A03-000059
neo4j-browser-src	docs/modules/ROOT/images/code.png	de6bb3883ec7a0c5d2a64c21246eced36feb58f9	214572	png	binary_asset	binary_classified	5	A03-000060
neo4j-browser-src	docs/modules/ROOT/images/command-palette.png	48d39dfe1c789b542dcaea4c9eb04e30f59bc00f	42879	png	binary_asset	binary_classified	5	A03-000061
neo4j-browser-src	docs/modules/ROOT/images/configs.png	c3b1ddcf19502d079b4d789c5782f54881dc106b	214927	png	binary_asset	binary_classified	5	A03-000062
neo4j-browser-src	docs/modules/ROOT/images/database-information.png	3416f337cf19f82b6c366a40a8eefc61b4d2835c	77199	png	binary_asset	binary_classified	5	A03-000063
neo4j-browser-src	docs/modules/ROOT/images/dismiss-node.png	19774e91cdacece7ad975528cd2f6ddd279d0f9b	5611	png	binary_asset	binary_classified	5	A03-000064
neo4j-browser-src	docs/modules/ROOT/images/download-csv-json.png	780e99929df899876bf62820cd97306c68e5aafd	33556	png	binary_asset	binary_classified	5	A03-000065
neo4j-browser-src	docs/modules/ROOT/images/download-graph.png	d6bb7afe24fb4a948ce79e16adc486b92743bda5	42632	png	binary_asset	binary_classified	5	A03-000066
neo4j-browser-src	docs/modules/ROOT/images/download_csv.png	ee042b6e9cfd6c47b3e4cb317f12fbe15ac677b9	5083	png	binary_asset	binary_classified	5	A03-000067
neo4j-browser-src	docs/modules/ROOT/images/download_graph.png	a9d828490078df621c0346d2a4d6804078668742	6390	png	binary_asset	binary_classified	5	A03-000068
neo4j-browser-src	docs/modules/ROOT/images/expand-collapse.png	cba5ebdbaf6a4065d4d7e2c184e97fb753546199	5704	png	binary_asset	binary_classified	5	A03-000069
neo4j-browser-src	docs/modules/ROOT/images/expand.svg	423d1bde0baf63ba5e97f9b9a4d833b01ab50871	6559	svg	noncode_artifact	noncode_classified	18	A03-000070
neo4j-browser-src	docs/modules/ROOT/images/favorites.png	d2e9e21e45bac6413e89e0cf2893f4c8993b55db	1000518	png	binary_asset	binary_classified	5	A03-000071
neo4j-browser-src	docs/modules/ROOT/images/favorites1.png	83a9ac3cb06b72a5a452fba2730048229b996009	178881	png	binary_asset	binary_classified	5	A03-000072
neo4j-browser-src	docs/modules/ROOT/images/find-replace.png	015c199e684d27da38cd6b902b07ada0ab47b5c3	16976	png	binary_asset	binary_classified	5	A03-000073
neo4j-browser-src	docs/modules/ROOT/images/graph-result-frame.png	804731599a477856e7905e84670c9efd43af6887	106187	png	binary_asset	binary_classified	5	A03-000074
neo4j-browser-src	docs/modules/ROOT/images/graph.png	a39a31013b3fce0774e7aeb90dd56bdd9f5fbdbc	164272	png	binary_asset	binary_classified	5	A03-000075
neo4j-browser-src	docs/modules/ROOT/images/graph_result_frame_style_node_selected_properties.png	168a06c61f53af243f57bc5e9011ba1f1d2dd69c	177063	png	binary_asset	binary_classified	5	A03-000076
neo4j-browser-src	docs/modules/ROOT/images/graph_result_frame_style_overview.png	084008a9b45d0c6456367fcb95d3dafd1a1cc6cc	168502	png	binary_asset	binary_classified	5	A03-000077
neo4j-browser-src	docs/modules/ROOT/images/graph_result_frame_style_overview_node.png	62ae3b7fc9cae063d557aefd9b38535617783f3f	179232	png	binary_asset	binary_classified	5	A03-000078
neo4j-browser-src	docs/modules/ROOT/images/graph_result_frame_style_overview_relationship.png	cc25a21bc860734f94515b116d35a8ef0e46f23d	187856	png	binary_asset	binary_classified	5	A03-000079
neo4j-browser-src	docs/modules/ROOT/images/graph_result_frame_style_relationship_selected_properties.png	585fb7f2e9e75196b9bd639c4d946c7d59057bb9	153721	png	binary_asset	binary_classified	5	A03-000080
neo4j-browser-src	docs/modules/ROOT/images/guides.png	7eb669897c26d7e19a0c501cd37d84b5a0cfbf72	184778	png	binary_asset	binary_classified	5	A03-000081
neo4j-browser-src	docs/modules/ROOT/images/help.png	51940ee2c5fe86754e0cd1e5ed078a70065febde	163321	png	binary_asset	binary_classified	5	A03-000082
neo4j-browser-src	docs/modules/ROOT/images/home-screen.png	1978f3b2deee9a66f4319b26fee8061fe83b4629	200255	png	binary_asset	binary_classified	5	A03-000083
neo4j-browser-src	docs/modules/ROOT/images/inline-result-editor.gif	a11fd3ba4b13771ceb6fb204f8c4242cd1a3cb71	1959564	gif	binary_asset	binary_classified	5	A03-000084
neo4j-browser-src	docs/modules/ROOT/images/overview.png	916eb029e6340d635b7aabac8dff7fe567f2da8d	122960	png	binary_asset	binary_classified	5	A03-000085
neo4j-browser-src	docs/modules/ROOT/images/overview1.png	fc3a213cdfd6acdc7840657be9d66ee21de10620	281039	png	binary_asset	binary_classified	5	A03-000086
neo4j-browser-src	docs/modules/ROOT/images/param-assist.png	310e586326b3d74dbbf684c49e41bc7f88a71b59	45270	png	binary_asset	binary_classified	5	A03-000087
neo4j-browser-src	docs/modules/ROOT/images/play-start.png	55b55cc3c55872f749afca005ea04e02973cd06a	180108	png	binary_asset	binary_classified	5	A03-000088
neo4j-browser-src	docs/modules/ROOT/images/product_analytics_consent_browser_running_in_aura.png	39582d589034b4bc4cd3a0388364ba9932222915	53886	png	binary_asset	binary_classified	5	A03-000089
neo4j-browser-src	docs/modules/ROOT/images/product_analytics_consent_browser_running_in_desktop.png	42d191dfdd72ff8ca402187f692389145593daf1	25307	png	binary_asset	binary_classified	5	A03-000090
neo4j-browser-src	docs/modules/ROOT/images/product_analytics_consent_browser_settings.png	6bdf2294c57e63c0eefeff4569419a5f07f25a53	30490	png	binary_asset	binary_classified	5	A03-000091
neo4j-browser-src	docs/modules/ROOT/images/rbac-count.png	3c0122696ab6433e48ece6b229cb1249ac4b4dc6	102566	png	binary_asset	binary_classified	5	A03-000092
neo4j-browser-src	docs/modules/ROOT/images/result-frame.png	9ebcd38154401cd5e19ba6119d688d31e177a259	172533	png	binary_asset	binary_classified	5	A03-000093
neo4j-browser-src	docs/modules/ROOT/images/reusable-frame.png	88547946158cb5c7c08c0d29beec6e88eb75a9cd	77749	png	binary_asset	binary_classified	5	A03-000094
neo4j-browser-src	docs/modules/ROOT/images/sample-scripts.png	7b63c471301cd488989d318aeb0481ab5fa91293	135172	png	binary_asset	binary_classified	5	A03-000095
neo4j-browser-src	docs/modules/ROOT/images/screen_editor.png	cc26cf1d65f71edbbd348635b330bc2a4b1cbecd	16576	png	binary_asset	binary_classified	5	A03-000096
neo4j-browser-src	docs/modules/ROOT/images/screen_stream.png	e6653dcdca21fcde35cdc1fea65be8471c271be5	290827	png	binary_asset	binary_classified	5	A03-000097
neo4j-browser-src	docs/modules/ROOT/images/settings.png	10037e361b25e8398a9bfec4d92b1fc577723163	94345	png	binary_asset	binary_classified	5	A03-000098
neo4j-browser-src	docs/modules/ROOT/images/sync.png	9d9b624d74b5173275b879c9c9e6b21434874dd0	154282	png	binary_asset	binary_classified	5	A03-000099
neo4j-browser-src	docs/modules/ROOT/images/sysinfo_stats.png	b17dc282950c7cd38b5ff9d3f75d41b16e2fb181	197750	png	binary_asset	binary_classified	5	A03-000100
neo4j-browser-src	docs/modules/ROOT/images/table.png	7ce14675d712b53efa74410e1a7f9bedc99eb4ba	243814	png	binary_asset	binary_classified	5	A03-000101
neo4j-browser-src	docs/modules/ROOT/images/text.png	8a85e0e3327c222630395419e988aa9598cecac3	220161	png	binary_asset	binary_classified	5	A03-000102
neo4j-browser-src	docs/modules/ROOT/images/unlock-relayout.png	9af1d891944fc90d89c81146a3752cd7a556938e	4866	png	binary_asset	binary_classified	5	A03-000103
neo4j-browser-src	docs/modules/ROOT/images/visual-tour.graffle	72b6973a577759089956ce33337d31e50b171f69	1620716	graffle	noncode_artifact	noncode_classified	18	A03-000104
neo4j-browser-src	docs/modules/ROOT/pages/about-browser.adoc	4b4d90f7e8daa8792184ec0faafa2104f434cbaf	1506	adoc	documentation	noncode_classified	38	A03-000105
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/dedicated-web-server.adoc	817f05034067db9e7a6a4ef3aeb1fa3b3ceb31e8	6760	adoc	documentation	noncode_classified	38	A03-000106
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/index.adoc	55af5c65c84a0cf6f8e895909cc82d6e25e43c72	1347	adoc	documentation	noncode_classified	38	A03-000107
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/neo4j-aura.adoc	cae91ce0229b15f53745774238bad26ab07240e7	594	adoc	documentation	noncode_classified	38	A03-000108
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/neo4j-desktop.adoc	218c5fbcf39969d5f0605b8a1020b143539fd3c4	1381	adoc	documentation	noncode_classified	38	A03-000109
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/neo4j-sandbox.adoc	b8f9812cb51bb3555eb84b58b5e9d3336fb3741d	524	adoc	documentation	noncode_classified	38	A03-000110
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/neo4j-server.adoc	baede5e233cee7cb0ee643c559505b6e3bd36162	2172	adoc	documentation	noncode_classified	38	A03-000111
neo4j-browser-src	docs/modules/ROOT/pages/deployment-modes/web-application.adoc	6512b7209fddacddbe39b3709bbec409d31ba0f0	338	adoc	documentation	noncode_classified	38	A03-000112
neo4j-browser-src	docs/modules/ROOT/pages/index.adoc	f7d90c4c7c6889aa6c4bcbf556a931b4c06b5114	2401	adoc	documentation	noncode_classified	38	A03-000113
neo4j-browser-src	docs/modules/ROOT/pages/operations/browser-rbac-count.adoc	1fedeae203404ccb80e70b03badef8e4011ac57a	750	adoc	documentation	noncode_classified	38	A03-000114
neo4j-browser-src	docs/modules/ROOT/pages/operations/browser-settings.adoc	26c1efcb9322444ea09f15f02813b1ed0e8d4bbc	7193	adoc	documentation	noncode_classified	38	A03-000115
neo4j-browser-src	docs/modules/ROOT/pages/operations/browser-sso.adoc	330bb0b51b67112edc1584b221cf37c203a8362e	8018	adoc	documentation	noncode_classified	38	A03-000116
neo4j-browser-src	docs/modules/ROOT/pages/operations/browser-styling.adoc	25d6878b8e3a86ed269fe362d18dd6db46d93e62	4301	adoc	documentation	noncode_classified	38	A03-000117
neo4j-browser-src	docs/modules/ROOT/pages/operations/browser-url-parameters.adoc	596ac4768fbf0f35f60389caf33adc21460ec028	3037	adoc	documentation	noncode_classified	38	A03-000118
neo4j-browser-src	docs/modules/ROOT/pages/operations/credentials-handling.adoc	a7bfe9e6375c64ff9dc5709fede4cf1858fece28	1517	adoc	documentation	noncode_classified	38	A03-000119
neo4j-browser-src	docs/modules/ROOT/pages/operations/dbms-connection.adoc	b2894020b4e18099107b2eb800d2478c11b9316d	6149	adoc	documentation	noncode_classified	38	A03-000120
neo4j-browser-src	docs/modules/ROOT/pages/operations/export-results.adoc	66b89b73b627c2a19a068364219c41a22b907bed	796	adoc	documentation	noncode_classified	38	A03-000121
neo4j-browser-src	docs/modules/ROOT/pages/operations/index.adoc	8dacd13ab435d90140d82d887ca5162bfe906cf2	1183	adoc	documentation	noncode_classified	38	A03-000122
neo4j-browser-src	docs/modules/ROOT/pages/operations/initial-command.adoc	41034d91bebadb145a8d7a442d501e2609975a73	1186	adoc	documentation	noncode_classified	38	A03-000123
neo4j-browser-src	docs/modules/ROOT/pages/operations/product-analytics.adoc	e9b33963e6941b7edbb143049ccc0d2acbd1381d	1419	adoc	documentation	noncode_classified	38	A03-000124
neo4j-browser-src	docs/modules/ROOT/pages/operations/query-parameters.adoc	b8b0bb8c0eded68f1bd2beb95174d3c4f14e8a86	8342	adoc	documentation	noncode_classified	38	A03-000125
neo4j-browser-src	docs/modules/ROOT/pages/operations/rest-requests.adoc	c89f95efcab54f2589f1b3c60398138010a937f8	1759	adoc	documentation	noncode_classified	38	A03-000126
neo4j-browser-src	docs/modules/ROOT/pages/operations/result-frames.adoc	bab0272c5fca00f633036fad2a015b914ef7c87b	4133	adoc	documentation	noncode_classified	38	A03-000127
neo4j-browser-src	docs/modules/ROOT/pages/reference-commands.adoc	1e3ecb47c327059ada7967d3cb634ca8014eddaa	6634	adoc	documentation	noncode_classified	38	A03-000128
neo4j-browser-src	docs/modules/ROOT/pages/visual-tour.adoc	3f834e38a6014ac9e3af06421b4fa01e20291766	15139	adoc	documentation	noncode_classified	38	A03-000129
neo4j-browser-src	docs/package.json	548e701a396ba9eac24d7f8d88e4836e2f0df282	1073	json	configuration	noncode_classified	25	A03-000130
neo4j-browser-src	docs/preview.yml	05b1aeac8a6d5e408b7ff9b26dae97447713a169	1316	yml	configuration	noncode_classified	25	A03-000131
neo4j-browser-src	docs/publish.yml	f3b55ecdf76e8412a7b57fb5c535dc302aa6b9f7	1364	yml	configuration	noncode_classified	25	A03-000132
neo4j-browser-src	docs/server.js	a062776faf035cf5a9b27f753622bbbc17192c1c	283	js	source	graph_indexed	53	A03-000133
neo4j-browser-src	e2e_tests/files/import.csv	66904854bb15cf96ad966e8c9f00aee770eed247	149	csv	noncode_artifact	noncode_classified	18	A03-000134
neo4j-browser-src	e2e_tests/fixtures/getGuide.html	5a57be29b178ef10470445e800af842e1a97ac9f	28480	html	source	graph_indexed	53	A03-000135
neo4j-browser-src	e2e_tests/integration/0.index.spec.ts	6af61a5d30f86439afbf9845b0b7ff8ab3f7c467	6692	ts	source	graph_indexed	53	A03-000136
neo4j-browser-src	e2e_tests/integration/auto-prefix.spec.ts	a7b4c3d6d7ae92f3f626fd70a7aafd11c3d096e1	3802	ts	source	graph_indexed	53	A03-000137
neo4j-browser-src	e2e_tests/integration/bolt.spec.ts	bc6ffec7a27d12e38ce5d2d526e53e91480b9070	3628	ts	source	graph_indexed	69	A03-000138
neo4j-browser-src	e2e_tests/integration/commands.spec.ts	fd8ddf6c6fb0835aae02319c4f18f9b8ec6ff643	4051	ts	source	graph_indexed	53	A03-000139
neo4j-browser-src	e2e_tests/integration/composite-db.spec.ts	e1105e90dd488da4ce6730527e6a157663627270	2547	ts	source	graph_indexed	53	A03-000140
neo4j-browser-src	e2e_tests/integration/connect-form.spec.ts	356acd4c157d7605a171af9737af5bbe5681f238	6875	ts	source	graph_indexed	53	A03-000141
neo4j-browser-src	e2e_tests/integration/data-export.spec.ts	81d8615d64c2d23ad00fce9af0c211d2a405c54d	3088	ts	source	graph_indexed	53	A03-000142
neo4j-browser-src	e2e_tests/integration/debug-command.spec.ts	332f023cd141d779b956b4b682026e2194fc2cb4	2055	ts	source	graph_indexed	53	A03-000143
neo4j-browser-src	e2e_tests/integration/desktop-env-url.spec.ts	6df58bd4efbfa0edf8ca2630e9433f61ab468f11	2844	ts	source	graph_indexed	53	A03-000144
neo4j-browser-src	e2e_tests/integration/desktop-env.spec.ts	c6f64236351169e262e529da0edecb2e1accb0c5	2933	ts	source	graph_indexed	53	A03-000145
neo4j-browser-src	e2e_tests/integration/editor.spec.ts	dfbe5eaa41cfe2a6b559f8721da8ca721d839c0c	1880	ts	source	graph_indexed	53	A03-000146
neo4j-browser-src	e2e_tests/integration/frame-interactions.spec.ts	0f3a8ffaf202853dc621466bab895f0ad4d55eaa	6506	ts	source	graph_indexed	53	A03-000147
neo4j-browser-src	e2e_tests/integration/guide-command.spec.ts	4e3fdb4f960258bbff103544fc15c47f1d629303	5753	ts	source	graph_indexed	53	A03-000148
neo4j-browser-src	e2e_tests/integration/help-command.spec.ts	65468f3fa19b901d0419e2487c3dab55f227fee7	2631	ts	source	graph_indexed	53	A03-000149
neo4j-browser-src	e2e_tests/integration/loadcsv.spec.ts	643503cc7e77a8a1555a423d56c162571085826d	2772	ts	source	graph_indexed	53	A03-000150
neo4j-browser-src	e2e_tests/integration/multi-db.spec.ts	ccda251ad827ad5841c8737dfa8fec59777681d1	8322	ts	source	graph_indexed	53	A03-000151
neo4j-browser-src	e2e_tests/integration/multistatements.spec.ts	d9e9386ab9134b87759cd4e1ded07ab81001ba36	6565	ts	source	graph_indexed	53	A03-000152
neo4j-browser-src	e2e_tests/integration/params.spec.ts	05fa97f205cd1a07548569f7f66487d494dcd423	6118	ts	source	graph_indexed	53	A03-000153
neo4j-browser-src	e2e_tests/integration/plan.spec.ts	66b4949f04b1ca1ec11b8787fd9d37c7ab35dc1e	6010	ts	source	graph_indexed	53	A03-000154
neo4j-browser-src	e2e_tests/integration/play-command.spec.ts	4d5b33d141ba1139ed343040669b05a0785bd659	3601	ts	source	graph_indexed	53	A03-000155
neo4j-browser-src	e2e_tests/integration/saved-scripts.spec.ts	2fa7e52e530c2aeee375ea0ff7b4a3b536684e6e	4072	ts	source	graph_indexed	53	A03-000156
neo4j-browser-src	e2e_tests/integration/schema-frame.spec.ts	b8c34b33ce92d8775b6511538690b585c0641ba3	4044	ts	source	graph_indexed	53	A03-000157
neo4j-browser-src	e2e_tests/integration/settings.spec.ts	56e05005693b49aec157188a944f486b016f613d	2602	ts	source	graph_indexed	53	A03-000158
neo4j-browser-src	e2e_tests/integration/style.spec.ts	113895135fd73d8471403f2cd5e7fb938cc95348	2070	ts	source	graph_indexed	53	A03-000159
neo4j-browser-src	e2e_tests/integration/sysinfo-command.spec.ts	8de5016894d18b3e59922d4423d0e9dc89f7bb7f	1700	ts	source	graph_indexed	53	A03-000160
neo4j-browser-src	e2e_tests/integration/topics.spec.ts	adb801c69577e7aa453984779713b8886c7da452	1638	ts	source	graph_indexed	53	A03-000161
neo4j-browser-src	e2e_tests/integration/types.spec.ts	0241340aa48a61ee137465ffce076ce7f75ef03f	6527	ts	source	graph_indexed	53	A03-000162
neo4j-browser-src	e2e_tests/integration/user.spec.ts	3829a8a5e0c9ee6f3f30e6611f7501d0040a0f94	2371	ts	source	graph_indexed	53	A03-000163
neo4j-browser-src	e2e_tests/integration/viz.spec.ts	66fe6aca2c4ed5e3be3b60f71bb72074e118f921	8466	ts	source	graph_indexed	53	A03-000164
neo4j-browser-src	e2e_tests/plugins/index.ts	0c0c42d5b58c275d30e0290c0746b56bbc5e4d3b	26	ts	source	graph_indexed	53	A03-000165
neo4j-browser-src	e2e_tests/sso/single-sign-on.spec.ts	9c0e9985322f61c0e2eab199d37da441067a82b9	2564	ts	source	graph_indexed	53	A03-000166
neo4j-browser-src	e2e_tests/support/commands.ts	db16e764e182fc2017a18fa007427fee6306732c	6865	ts	source	graph_indexed	53	A03-000167
neo4j-browser-src	e2e_tests/support/defaults.ts	b0b34adb5e57ccb254834c8fb8231c4c28b33417	1117	ts	source	graph_indexed	53	A03-000168
neo4j-browser-src	e2e_tests/support/global.d.ts	e29d32a56d5f215b8b8e7daa78dad0d5fd1534fd	3636	ts	source	graph_indexed	53	A03-000169
neo4j-browser-src	e2e_tests/support/index.ts	0049798e36d9e501ce91be32d44a312d1d82330d	558	ts	source	graph_indexed	53	A03-000170
