repo	path	git_blob	bytes	extension	file_class	coverage_status	relevance	evidence_id
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/centrality_algorithm_specs.py	70614722e20a6ccb0c887490915f3ce61c24c767	23994	py	source	direct_read	76	A02-000019
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/community_algorithm_handlers.py	c8f7c07bf1babd785c73b6e2fb04a7ab34410ee4	20603	py	source	direct_read	76	A02-000020
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/community_algorithm_specs.py	27c3cc733de4f46dbac173a69d9f140f1dd5946b	45859	py	source	direct_read	76	A02-000021
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/embedding_algorithm_handlers.py	5c94db27a319aee87a673c7b10616456b0eaad6f	8299	py	source	direct_read	76	A02-000022
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/embedding_algorithm_specs.py	7190b3b038dcb837f86d4a1d239511fec0d48556	21817	py	source	direct_read	76	A02-000023
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/gds.py	18062866d8637ed392586c72ea20ab145eb13085	14183	py	source	direct_read	76	A02-000024
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/graph_projection_handlers.py	63441f20002bcf41d444a3c8a6c89d2b8146bce8	7011	py	source	direct_read	76	A02-000025
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/graph_projection_specs.py	971097e072f386a6c5a75af84fa70cf0a505fc47	8900	py	source	direct_read	76	A02-000026
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/ml_pipeline_handlers.py	1f9e0cef6f86264219e8a31eb085487fe49caa3a	12811	py	source	direct_read	76	A02-000027
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/ml_pipeline_specs.py	526232428d267fb9993163d43a5d25777df04add	24065	py	source	direct_read	76	A02-000028
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/node_translator.py	61a2bcb78ccd89d5b7a9302b12210d2b65465efe	3437	py	source	direct_read	76	A02-000029
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/path_algorithm_handlers.py	0f9a7f09a400a19cb757ba123ea691225d5eee68	49108	py	source	direct_read	76	A02-000030
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/path_algorithm_specs.py	9612c13f5f0a4531a571ceec4ffd2f086d1850f0	42747	py	source	direct_read	76	A02-000031
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/registry.py	994e4b013ea81e87525b2cb384eacdd6202b6ec2	5866	py	source	direct_read	76	A02-000032
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/result_limits.py	4660f2ca48861ab05229ce545319e6be64574fe4	2089	py	source	direct_read	76	A02-000033
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/server.py	a71bf21b91e7ec8e7a34334c43b9c09751e6cbf0	19317	py	source	direct_read	76	A02-000034
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/session_manager.py	2c6379fd355a9e98698bbdf24cf9149031a22ea2	6668	py	source	direct_read	76	A02-000035
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/similarity_algorithm_handlers.py	17bca09b08f9d62e1d6cb03bc4dbeb84edd1121f	6039	py	source	direct_read	76	A02-000036
gds-agent-src	mcp_server/src/mcp_server_neo4j_gds/similarity_algorithm_specs.py	3ff26746d15cb7ef9b2d5f97acbab14aa4af78f9	14522	py	source	direct_read	76	A02-000037
gds-agent-src	mcp_server/tests/__init__.py	bc355302f0bc8331d756fb9ea8a00a7d7286b7af	41	py	test_source	direct_read	72	A02-000038
gds-agent-src	mcp_server/tests/conftest.py	119ebbb0ff0365b16250a439ac31b6348042e88d	12100	py	test_source	direct_read	72	A02-000039
gds-agent-src	mcp_server/tests/docker-compose.yml	460ce198e30b2da713fdb2c472ec6db0661ae471	398	yml	build_config	noncode_classified	18	A02-000040
gds-agent-src	mcp_server/tests/test_aura_integration.py	6f83ababc789bc599fe457458d08a135edac90ee	3401	py	test_source	direct_read	72	A02-000041
gds-agent-src	mcp_server/tests/test_basic_tools.py	99edb512adcac06e5598de35df58564ff2ac00fc	4578	py	test_source	direct_read	72	A02-000042
gds-agent-src	mcp_server/tests/test_centrality_algorithms.py	59cb1fbafc088a13e550fe6be7cb3ac5c6868b6f	18813	py	test_source	direct_read	72	A02-000043
gds-agent-src	mcp_server/tests/test_community_algorithms.py	7edd6db3b203ef43b26a1e37a64cbbadc56f6b4e	18225	py	test_source	direct_read	72	A02-000044
gds-agent-src	mcp_server/tests/test_embedding_algorithms.py	4a4680b07a5ce75a1186815ecd67c5aa05d813fa	5056	py	test_source	direct_read	72	A02-000045
gds-agent-src	mcp_server/tests/test_gds_functions.py	e43993261755f0b8a584577973a8c2b226d3d26c	14315	py	test_source	direct_read	72	A02-000046
gds-agent-src	mcp_server/tests/test_graph_accessors.py	3b12d470f065ca67585c99532898036e76c427e6	3720	py	test_source	direct_read	72	A02-000047
gds-agent-src	mcp_server/tests/test_graph_projection.py	156b3c7375947754dc59f1e978add1fd8c03d5ae	2436	py	test_source	direct_read	72	A02-000048
gds-agent-src	mcp_server/tests/test_graph_projection_undirected.py	23a20fb3bff78871560ecb210ad4a164ff36eef9	1742	py	test_source	direct_read	72	A02-000049
gds-agent-src	mcp_server/tests/test_ml_pipelines.py	614860e15d2721862ae220b0f9ce191d2e713482	6553	py	test_source	direct_read	72	A02-000050
gds-agent-src	mcp_server/tests/test_path_algorithms.py	fdd2a383a541d708a253eb3ba2a77d06cbf011e0	27452	py	test_source	direct_read	72	A02-000051
gds-agent-src	mcp_server/tests/test_result_postprocessing.py	90f2430f6236ca266ddc2cec5f4bb36fdb2ffaba	2202	py	test_source	direct_read	72	A02-000052
gds-agent-src	mcp_server/tests/test_session_detection.py	b5a54d517d15c807e46d52b5c7b3a060909680ac	6652	py	test_source	direct_read	72	A02-000053
gds-agent-src	mcp_server/tests/test_similarity_algorithms.py	6b1a80f58711ecfe06532313a806fe3f58b07e67	8340	py	test_source	direct_read	72	A02-000054
gds-agent-src	mcp_server/tests/test_transport.py	cc1032631d5644ee8ee4ba574197bf064e1eda00	5789	py	test_source	direct_read	72	A02-000055
gds-agent-src	mcp_server/uv.lock	b049ea804d72881a7a5f6638376992e47a0825d0	190168	lock	generated_artifact	generated_classified	8	A02-000056
gds-agent-src	requirements.txt	27826bc5ca90dbd92f364d2431caab7d8293608c	54	txt	documentation	noncode_classified	32	A02-000057
graph-data-science-src	.gitignore	ae69031c21cf422bdcbbc8cb248f25bc31e093fc	157		noncode_asset	noncode_classified	12	A02-000058
graph-data-science-src	README.adoc	c11e3d53473dcffb1322044253a4f4a9a9e6f393	3478	adoc	documentation	direct_read	80	A02-000059
graph-data-science-src	bloom/graph-data-science.bloom-perspective	8b25f4a3b073f13d68783aca91629c9e9b692e60	6629	bloom-perspective	noncode_asset	noncode_classified	12	A02-000060
graph-data-science-src	code/csharp/Example.cs	c76ba17698d0db324367a04900906442b25a2e8d	1015	cs	example_source	direct_read	40	A02-000061
graph-data-science-src	code/go/example.go	e709d60f84e4d340344f2518b3890a3ad53402aa	1711	go	example_source	direct_read	40	A02-000062
graph-data-science-src	code/java/Example.java	001b59c33c98a3da30d7d6328f7224a9e8708a15	1149	java	example_source	direct_read	40	A02-000063
graph-data-science-src	code/javascript/example.js	b24be925729ed7e7bf564958e52e44ff61ee9e66	721	js	example_source	direct_read	40	A02-000064
graph-data-science-src	code/python/example.py	4d17dbbf962efee8595994d382ac97bb97c5e85f	558	py	example_source	direct_read	40	A02-000065
graph-data-science-src	data/graph-data-science-35.dump	2ca6fc25702796667626696f71f62a44cfe245a8	2846663	dump	binary_asset	binary_classified	5	A02-000066
graph-data-science-src	data/graph-data-science-40.dump	1350dea462cdc877be6cfc68ff2cb8c80fb2bb51	2830323	dump	binary_asset	binary_classified	5	A02-000067
graph-data-science-src	data/graph-data-science-43.dump	d5932e4784b9ecf4571d4f98aacbb1838d41c322	2830129	dump	binary_asset	binary_classified	5	A02-000068
graph-data-science-src	data/graph-data-science-50.dump	9e4e074e2aaaaa8615e555e89ed228876b57ce39	419258	dump	binary_asset	binary_classified	5	A02-000069
graph-data-science-src	documentation/graph-data-science.adoc	26eb7b3c4b26d3fb8d1859bd4517667544bcae13	69497	adoc	documentation	noncode_classified	32	A02-000070
graph-data-science-src	documentation/graph-data-science.neo4j-browser-guide	2b3a7db3253ad7629d1b6daf9a8cd726dad7c9f9	109499	neo4j-browser-guide	noncode_asset	noncode_classified	12	A02-000071
graph-data-science-src	documentation/img/example.svg	ab603f6fdfa4ef4779e7b535bf292afe5c27cfc3	26306	svg	binary_asset	binary_classified	5	A02-000072
graph-data-science-src	documentation/img/gds-logo.png	8c43dae714fb53311e10852594edd00440168fce	117913	png	binary_asset	binary_classified	5	A02-000073
graph-data-science-src	documentation/img/model.svg	f457b5fca90004c0861623c89c209b6eb48618a3	24086	svg	binary_asset	binary_classified	5	A02-000074
graph-data-science-src	relate.project-install.json	4caf193da3766350f8dca973d544192ce0ea74b8	929	json	fixture_data	noncode_classified	28	A02-000075
neo4j-apoc-procedures-src	.github/CODEOWNERS	e54870d782117f8ec8617d0402c11b36a4b7e644	16		build_config	noncode_classified	18	A02-000076
neo4j-apoc-procedures-src	.github/GH-ROBOTS.txt	a89f771da7c68e3363a951fcb79de4fa55ecabb6	54	txt	documentation	noncode_classified	32	A02-000077
neo4j-apoc-procedures-src	.github/ISSUE_TEMPLATE/bug-report.md	cfd14dcd177a8a3481005561a5f946116996c9fa	771	md	documentation	noncode_classified	32	A02-000078
neo4j-apoc-procedures-src	.github/ISSUE_TEMPLATE/feature_request.md	674bf165c24edf9274d36e731834413224e304d8	837	md	documentation	noncode_classified	32	A02-000079
neo4j-apoc-procedures-src	.github/PULL_REQUEST_TEMPLATE.md	075b1e2a41d31be75de489fd8482fd6b763a3198	201	md	documentation	noncode_classified	32	A02-000080
neo4j-apoc-procedures-src	.github/actions/gradle-command-on-pr/action.yaml	16211275e2c774ee885fe2a77d09c33bf4016e19	4338	yaml	build_config	noncode_classified	18	A02-000081
neo4j-apoc-procedures-src	.github/actions/setup-gradle-cache/action.yaml	a1c4b201fd70c4c6332bb7264e738d68cf3ca375	341	yaml	build_config	noncode_classified	18	A02-000082
neo4j-apoc-procedures-src	.github/actions/setup-jdk/action.yaml	3ae806fce587f38453a0045aff064634b8713a73	191	yaml	build_config	noncode_classified	18	A02-000083
neo4j-apoc-procedures-src	.github/actions/test-gradle-project/action.yaml	765f343334511e80fe2057af4e96db3e1f4cf9d5	654	yaml	build_config	noncode_classified	18	A02-000084
neo4j-apoc-procedures-src	.github/workflows/CI.yaml	4bc5f126def19d6ba4d77639b1d1b499084f1351	2885	yaml	build_config	noncode_classified	18	A02-000085
neo4j-apoc-procedures-src	.github/workflows/ChatOps.yml	2ba6c5524de8dcfbf547e0591193d169121b3872	482	yml	build_config	noncode_classified	18	A02-000086
neo4j-apoc-procedures-src	.github/workflows/generateLicenses-command.yml	763b2681f3dc0054898a54186f40ae69e97632d0	576	yml	build_config	noncode_classified	18	A02-000087
neo4j-apoc-procedures-src	.github/workflows/spotlessApply-command.yml	234f724eba61ba4fdad3ae07062acd96e89bc35b	573	yml	build_config	noncode_classified	18	A02-000088
neo4j-apoc-procedures-src	.github/workflows/traceability.yaml	4786173083064cb161dd68fad1e4180b66a6b6a7	560	yaml	build_config	noncode_classified	18	A02-000089
neo4j-apoc-procedures-src	.gitignore	21f944c7cd20371dd317bbadbde19405308d90a8	421		noncode_asset	noncode_classified	12	A02-000090
neo4j-apoc-procedures-src	40_notes.adoc	9db4653563aed4ee9d8fdb65fba243d0f7010376	2749	adoc	documentation	noncode_classified	32	A02-000091
neo4j-apoc-procedures-src	CODE_OF_CONDUCT.adoc	0440077929204a8fe1a144301d85afd0b9b99316	2341	adoc	documentation	noncode_classified	32	A02-000092
neo4j-apoc-procedures-src	CONTRIBUTING.adoc	c8748aa751e4e7a101f57c80146dd7ec4458154b	5198	adoc	documentation	noncode_classified	32	A02-000093
neo4j-apoc-procedures-src	LICENSE	c74ef5df6d4c1c33e8ed684451f0f410e324c692	11330		license_governance	direct_read	80	A02-000094
neo4j-apoc-procedures-src	LICENSES.txt	6f7f2ef9efab4ede63591256732d4aa1d7cd805a	159174	txt	documentation	noncode_classified	32	A02-000095
neo4j-apoc-procedures-src	NOTICE.txt	a65f9aa780ec805cbbd5a2cfacefdf75f1b451c1	14415	txt	documentation	noncode_classified	32	A02-000096
neo4j-apoc-procedures-src	SECURITY.md	3dbd88ecf7ce47ee9ede718ca1b027054179a8fc	559	md	documentation	noncode_classified	32	A02-000097
neo4j-apoc-procedures-src	build.gradle	549c2ac19026cf9c19da70e1caa7b1aee440771b	3825	gradle	build_config	noncode_classified	18	A02-000098
neo4j-apoc-procedures-src	core-it/build.gradle	1890b7fabf83518bea740ab4ca5c1bbdd1862086	593	gradle	build_config	noncode_classified	18	A02-000099
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/CollEnterpriseTest.java	41bb999a9dc49e59779da4e6bcbd6eb35ae78178	2916	java	test_source	graph_indexed	44	A02-000100
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/CypherEnterpriseTest.java	ded474dcd12fd73ca13be4ae7ac15fc799cf115e	6516	java	test_source	graph_indexed	44	A02-000101
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/ExportCsvIT.java	1e4818a72a3d1e168f1f63893395624a4fc57cf9	3359	java	test_source	graph_indexed	44	A02-000102
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/ExportCsvS3Test.java	6157f8ded953361f135014c40563d205c41c0d8c	11700	java	test_source	graph_indexed	44	A02-000103
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/ExportCypherEnterpriseFeaturesTest.java	2d58b35579340c62b6500207c705e2d56cf4e702	7049	java	test_source	graph_indexed	44	A02-000104
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/ExportCypherS3Test.java	b6ac0b110fce8755c9cb79f06bb95d9799290dcf	28619	java	test_source	graph_indexed	44	A02-000105
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/ExportGraphMLS3Test.java	4feea4fd5c14e377d9d9863b55585f2cf8dcc388	9547	java	test_source	graph_indexed	44	A02-000106
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/ExportJsonS3Test.java	79b0f07f3e66c4f18a8a52564f8ce3101c064ff4	18297	java	test_source	graph_indexed	44	A02-000107
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/GraphRefactoringEnterpriseTest.java	7d073e5121e8f477eae4a0a39f5665247ec9bf82	4609	java	test_source	graph_indexed	44	A02-000108
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/LoadCoreEnterpriseTest.java	643990bc416600844218b0177b2e19cac9909732	12571	java	test_source	graph_indexed	44	A02-000109
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/MetaEnterpriseFeaturesTest.java	69d44234b271a4b8d86f4067037bc224cb3c76f3	3941	java	test_source	graph_indexed	44	A02-000110
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/SchemasEnterpriseFeaturesTest.java	70a20bdcef0c58349ae661b09f5caef42cd7ddcf	19816	java	test_source	graph_indexed	44	A02-000111
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/StartupTest.java	e0c5a15a8102edc5d448d84a830763f5bc9421a1	7808	java	test_source	graph_indexed	44	A02-000112
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/TriggerClusterRoutingTest.java	0ec0a1f31fb2a2582328cb059bcce98088cc898d	6532	java	test_source	graph_indexed	44	A02-000113
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/TriggerEnterpriseFeaturesTest.java	602bc5358e5ceecf89aea9ffa2bae5906b5d5f22	14059	java	test_source	graph_indexed	44	A02-000114
neo4j-apoc-procedures-src	core-it/src/test/java/apoc/core/it/UtilIT.java	b9ddbf8e57c3c00ea3c288be5cc394ce103ee558	6425	java	test_source	graph_indexed	44	A02-000115
neo4j-apoc-procedures-src	core/build.gradle	abff6a1aff0c37a2005b67e887caf7ff9c861369	7315	gradle	build_config	noncode_classified	18	A02-000116
neo4j-apoc-procedures-src	core/databases.xml	1c0b3eb01dbd671014bcff17dedd81397897e330	420	xml	source_resource	graph_indexed	35	A02-000117
neo4j-apoc-procedures-src	core/import/testCypherShellWithCompoundConstraint.cypher	07dd892983a45db5e9eace917c6d15012d2c3525	789	cypher	fixture_data	noncode_classified	28	A02-000118
neo4j-apoc-procedures-src	core/import/testNeo4jShellWithCompoundConstraint.cypher	06a5871450711bdef6769f9aa441419781ccd54a	769	cypher	fixture_data	noncode_classified	28	A02-000119
neo4j-apoc-procedures-src	core/import/testPlainFormatWithCompoundConstraint.cypher	30bd6961b0245bb83a15e64f8613a3a9958c05f5	717	cypher	fixture_data	noncode_classified	28	A02-000120
neo4j-apoc-procedures-src	core/src/jmh/java/apoc/AsyncIndexingGraphDatabaseState.java	6cce7935f0ec5f9c1593ba984efbd3d45c4af746	502	java	source	graph_indexed	48	A02-000121
neo4j-apoc-procedures-src	core/src/jmh/java/apoc/GraphDatabaseState.java	fe78483d5a72a672903cde5404b5f118863212ae	1314	java	source	graph_indexed	48	A02-000122
neo4j-apoc-procedures-src	core/src/jmh/java/apoc/IndexTrackingGraphDatabaseState.java	c635519239601265af6f1a13198a46f4e79cfcdd	939	java	source	graph_indexed	48	A02-000123
neo4j-apoc-procedures-src	core/src/jmh/java/apoc/IndexUpdateBenchmarks.java	e1ce2db359a594273a6884f48c621c138f6b327b	1250	java	source	graph_indexed	48	A02-000124
neo4j-apoc-procedures-src	core/src/jmh/java/apoc/SyncIndexingGraphDatabaseState.java	9a36eba1756fbf82cf08d1b699093ef3d3acbd17	447	java	source	graph_indexed	48	A02-000125
neo4j-apoc-procedures-src	core/src/main/java/apoc/ApocConfig.java	2b1d3ec0b216b9704e2066522ec0f074ced7b0d2	22700	java	source	graph_indexed	48	A02-000126
neo4j-apoc-procedures-src	core/src/main/java/apoc/ApocConfigExtensionFactory.java	125bc68c6314bd859553405ae312ca64a6cd9995	1973	java	source	graph_indexed	48	A02-000127
neo4j-apoc-procedures-src	core/src/main/java/apoc/ApocExtensionFactory.java	cd744c28611585f195f0f7b0d44f6b18ed7aabbe	6142	java	source	graph_indexed	48	A02-000128
neo4j-apoc-procedures-src	core/src/main/java/apoc/ApocGlobalComponents.java	5a12a30d0d8476932b49fe965b8f64e10115ad50	1252	java	source	graph_indexed	48	A02-000129
neo4j-apoc-procedures-src	core/src/main/java/apoc/ApocSettings.java	3a31e3f76e98bb961f3f55e5a8fc771edbaa3263	5317	java	source	graph_indexed	48	A02-000130
neo4j-apoc-procedures-src	core/src/main/java/apoc/CoreApocGlobalComponents.java	c56488e40f31150cfebbe3edb043407991f2b3d6	2253	java	source	graph_indexed	48	A02-000131
neo4j-apoc-procedures-src	core/src/main/java/apoc/Description.java	ea1d0ec9d9771b2f0edb623ebea43d083d9be7f9	1017	java	source	graph_indexed	48	A02-000132
neo4j-apoc-procedures-src	core/src/main/java/apoc/PoolExtensionFactory.java	d0c2e496b62bb3c86caac9f715a7e7e96b03f295	1628	java	source	graph_indexed	48	A02-000133
neo4j-apoc-procedures-src	core/src/main/java/apoc/Pools.java	9dc41bfbe1415369353913e1d8a8d2df7ad2ba87	7785	java	source	graph_indexed	48	A02-000134
neo4j-apoc-procedures-src	core/src/main/java/apoc/RegisterComponentFactory.java	bf436e788ccdb3cccdd449b74678b0775c99136c	3602	java	source	graph_indexed	48	A02-000135
neo4j-apoc-procedures-src	core/src/main/java/apoc/SystemLabels.java	269127d23bbc1582e5d0eb90617820ea6faf9d54	954	java	source	graph_indexed	48	A02-000136
neo4j-apoc-procedures-src	core/src/main/java/apoc/SystemPropertyKeys.java	18aea429689b94016b49558c2b90132394600e2e	1131	java	source	graph_indexed	48	A02-000137
neo4j-apoc-procedures-src	core/src/main/java/apoc/TTLConfig.java	b3aa52e68e956ee886c4eb1645f59bf5da426d30	2713	java	source	graph_indexed	48	A02-000138
neo4j-apoc-procedures-src	core/src/main/java/apoc/TTLConfigExtensionFactory.java	37ffe1ecc625897e56e619fda3739809b089485b	1596	java	source	graph_indexed	48	A02-000139
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/CollAggregation.java	6afdd54e21b09628b0cd0547c9b31f106ce39fa9	3622	java	source	graph_indexed	48	A02-000140
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/Graph.java	456453c86d36f3bafc9d1e4d83bdfb6531d604c5	2880	java	source	graph_indexed	48	A02-000141
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/MaxAndMinItems.java	e7502f1c044281e8108c6dd3194930a1ea276a26	3877	java	source	graph_indexed	48	A02-000142
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/Median.java	712f4750328cf2940f29b41bb6a4b67963c6d5d6	1789	java	source	graph_indexed	48	A02-000143
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/Percentiles.java	02746805b1cb5d0ade7e2f7fea3d4e116781f735	3077	java	source	graph_indexed	48	A02-000144
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/Product.java	5092c2f7b1c4de0f539e82aa23d7f6a611f5a77f	1883	java	source	graph_indexed	48	A02-000145
neo4j-apoc-procedures-src	core/src/main/java/apoc/agg/Statistics.java	1b7f83b43936aec341ea35d828fced6d64b08bd6	3942	java	source	graph_indexed	48	A02-000146
neo4j-apoc-procedures-src	core/src/main/java/apoc/algo/Cover.java	fe9ecd0bab85a7f97868c33a1a70abfd1940c708	2051	java	source	graph_indexed	48	A02-000147
neo4j-apoc-procedures-src	core/src/main/java/apoc/algo/PathFinding.java	082d572eaeefe9f59728f6704170dc5cf70a947d	10260	java	source	direct_read	88	A02-000148
neo4j-apoc-procedures-src	core/src/main/java/apoc/atomic/Atomic.java	c734acdc64b5b1e7b7c4c51a1b818f6e68881611	13274	java	source	graph_indexed	48	A02-000149
neo4j-apoc-procedures-src	core/src/main/java/apoc/atomic/util/AtomicUtils.java	3ca2c9feeb25b4a18a746041750dfdaf2ee80971	2030	java	source	graph_indexed	48	A02-000150
neo4j-apoc-procedures-src	core/src/main/java/apoc/bitwise/BitwiseOperations.java	880f5e1b919f4cc60231433640e6a48bb7a8d7b2	2146	java	source	graph_indexed	48	A02-000151
neo4j-apoc-procedures-src	core/src/main/java/apoc/coll/Coll.java	a915146910e2521560b24952e206bb063c03c6df	48597	java	source	graph_indexed	48	A02-000152
neo4j-apoc-procedures-src	core/src/main/java/apoc/coll/SetBackedList.java	43618e1a6411bb6c4c2822af5abf7c39bde2a624	3319	java	source	graph_indexed	48	A02-000153
neo4j-apoc-procedures-src	core/src/main/java/apoc/convert/Convert.java	ff1dcaa87351c29a7cb99a7678fcb954fa4c2c93	10822	java	source	graph_indexed	48	A02-000154
neo4j-apoc-procedures-src	core/src/main/java/apoc/convert/ConvertConfig.java	547cdb7b661b7943239bb12622e88df912a967ef	2230	java	source	graph_indexed	48	A02-000155
neo4j-apoc-procedures-src	core/src/main/java/apoc/convert/Json.java	8736f3716b9178f167990a0b2ef79493fd196a36	17261	java	source	graph_indexed	48	A02-000156
neo4j-apoc-procedures-src	core/src/main/java/apoc/create/Create.java	76b26975ff29ae456826230a06701efcd0bbfac3	16781	java	source	graph_indexed	48	A02-000157
neo4j-apoc-procedures-src	core/src/main/java/apoc/cypher/Cypher.java	f246c0097c3df33dc77552e51de14d8ea3a6e3a1	16802	java	source	graph_indexed	48	A02-000158
neo4j-apoc-procedures-src	core/src/main/java/apoc/cypher/CypherFunctions.java	bbd956458a38754dc1c0a1cdb94a629feb60f1b5	3183	java	source	graph_indexed	48	A02-000159
neo4j-apoc-procedures-src	core/src/main/java/apoc/cypher/CypherInitializer.java	49c554d8ff17d6ad3c19ee922a90af40aec56e85	12313	java	source	graph_indexed	48	A02-000160
neo4j-apoc-procedures-src	core/src/main/java/apoc/cypher/Timeboxed.java	e1e7239e0fad5bd89fe2f6c298d71d6a6b4824c2	6157	java	source	direct_read	88	A02-000161
neo4j-apoc-procedures-src	core/src/main/java/apoc/data/Extract.java	fab964dc06050943b85447fbe397a4b9d7722c14	1875	java	source	graph_indexed	48	A02-000162
neo4j-apoc-procedures-src	core/src/main/java/apoc/data/url/ExtractURL.java	1c9ec776df014277e978fa99f24806a0d6ffda17	2548	java	source	graph_indexed	48	A02-000163
neo4j-apoc-procedures-src	core/src/main/java/apoc/date/Date.java	504f5d1ccc648ede7e23b519bc4a0f0648a3ed7a	15656	java	source	graph_indexed	48	A02-000164
neo4j-apoc-procedures-src	core/src/main/java/apoc/diff/Diff.java	5c9917adba0fdc5652451cec121fa772edef8a27	3661	java	source	graph_indexed	48	A02-000165
neo4j-apoc-procedures-src	core/src/main/java/apoc/example/Examples.java	e2264ff367a90ab4c9e2be545ba9bc8b30937a2b	1824	java	example_source	graph_indexed	35	A02-000166
